book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
7360,42435,42435,41918,24,805073663,9780805073670.0,Doug Stanton,2001.0,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,,4.25,12406,13346,699,149,271,1797,4951,6178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7375,63689,63689,811411,59,618658947,9780618658950.0,Paul Theroux,1969.0,The Great Railway Bazaar: By Train Through Asia,The Great Railway Bazaar,en-US,3.91,12110,13107,643,310,701,2838,5257,4001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7397,15815364,15815364,21541860,42,1594487294,9781594487290.0,Mohsin Hamid,2013.0,How to Get Filthy Rich in Rising Asia,How to Get Filthy Rich in Rising Asia,eng,3.76,11023,12934,1836,255,886,3520,5287,2986,https://images.gr-assets.com/books/1353428459m/15815364.jpg,https://images.gr-assets.com/books/1353428459s/15815364.jpg,0
7457,9864913,9864913,14756358,14,014310425X,9780143104250.0,Devdutt Pattanaik,2010.0,Jaya: An Illustrated Retelling of the Mahabharata,Jaya: An Illustrated Retelling of the Mahabharata,eng,4.2,9534,10597,840,82,220,1487,4542,4266,https://images.gr-assets.com/books/1357361164m/9864913.jpg,https://images.gr-assets.com/books/1357361164s/9864913.jpg,0
7458,51114,51114,49887,15,312099436,9780312099440.0,Gail Tsukiyama,1991.0,Women of the Silk,Women of the Silk,en-US,3.94,12769,13177,951,132,581,3135,5451,3878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7529,12031532,12031532,16997854,35,1905802498,9781905802490.0,Tan Twan Eng,2011.0,The Garden of Evening Mists,The Garden of Evening Mists,eng,4.08,10211,13165,1866,197,554,2244,5213,4957,https://images.gr-assets.com/books/1333033941m/12031532.jpg,https://images.gr-assets.com/books/1333033941s/12031532.jpg,0
7543,80834,80834,204166,32,1897299214,9781897299210.0,Guy Delisle,2003.0,Pyongyang,Pyongyang: A Journey in North Korea,eng,3.93,12903,14579,1243,216,724,3271,6047,4321,https://images.gr-assets.com/books/1327884533m/80834.jpg,https://images.gr-assets.com/books/1327884533s/80834.jpg,0
7567,6688121,6688121,6883482,6,,9789792248620.0,Ahmad Fuadi,2009.0,Negeri 5 Menara,"Negeri 5 Menara (Negeri 5 Menara, #1)",ind,4.04,10018,10127,1067,117,403,2033,3938,3636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7630,9013,9013,1019008,61,1592289444,9781592289450.0,Slavomir Rawicz,1956.0,The Long Walk: The True Story of a Trek to Freedom,The Long Walk: The True Story of a Trek to Freedom,eng,4.18,10188,11990,1829,118,357,1876,4543,5096,https://images.gr-assets.com/books/1417980460m/9013.jpg,https://images.gr-assets.com/books/1417980460s/9013.jpg,0
7669,514210,514210,1223062,39,375705104,9780375705110.0,Alan W. Watts,1957.0,The Way of Zen,The Way of Zen,eng,4.18,11166,11779,375,83,325,2034,4326,5011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7675,7840156,7840156,10929345,43,345505492,9780345505490.0,Steve Berry,2010.0,The Emperor's Tomb,"The Emperor's Tomb (Cotton Malone, #6)",en-US,3.95,13159,14748,779,123,667,3496,5985,4477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7713,6255949,6255949,6439033,25,1421527618,9781421527610.0,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",2004.0,オール・ユー・ニード・イズ・キル,All You Need Is Kill,eng,4.05,10073,13242,1463,81,449,2508,5872,4332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7720,208146,208146,201468,23,395570352,9780395570360.0,Allen Say,1993.0,Grandfather's Journey,Grandfather's Journey,en-US,4.12,13337,13547,1138,257,579,2453,4269,5989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7762,6692041,6692041,311976,64,1608190463,9781608190460.0,Susan Abulhawa,2006.0,The Scar of David,Mornings in Jenin,,4.35,8590,13222,2386,150,331,1378,4229,7134,https://images.gr-assets.com/books/1312020216m/6692041.jpg,https://images.gr-assets.com/books/1312020216s/6692041.jpg,0
7770,85622,85622,2637573,12,609809547,9780609809550.0,Rita Golden Gelman,2001.0,Tales of a Female Nomad: Living at Large in the World,Tales of a Female Nomad: Living at Large in the World,eng,3.84,11380,11886,1142,357,868,2847,4022,3792,https://images.gr-assets.com/books/1320531284m/85622.jpg,https://images.gr-assets.com/books/1320531284s/85622.jpg,0
7778,27297,27297,3320969,348,140443487,9780140443490.0,"Confucius, D.C. Lau",-476.0,論語 [Lún Yǔ],The Analects,eng,3.82,9807,13227,468,282,1027,3516,4303,4099,https://images.gr-assets.com/books/1309201523m/27297.jpg,https://images.gr-assets.com/books/1309201523s/27297.jpg,0
7806,181077,181077,2029501,66,,9780698118030.0,"Eleanor Coerr, Ronald Himler",1977.0,Sadako and the Thousand Paper Cranes,Sadako and the Thousand Paper Cranes,,4.09,14578,16161,1195,160,562,3208,5901,6330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7844,356824,356824,346991,22,60198818,9780060198820.0,Ramachandra Guha,2007.0,India After Gandhi: The History of the World's Largest Democracy,India After Gandhi: The History of the World's Largest Democracy,eng,4.34,9357,10422,824,83,198,1058,3787,5296,https://images.gr-assets.com/books/1500471959m/356824.jpg,https://images.gr-assets.com/books/1500471959s/356824.jpg,0
7882,10374638,10374638,13897390,36,174275001X,9781742750020.0,Deborah Rodriguez,2011.0,A Cup of Friendship,The Little Coffee Shop of Kabul,eng,3.57,7607,12693,1571,434,1303,3880,4797,2279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7917,25017,25017,2084098,31,60838590,9780060838590.0,Simon Winchester,2003.0,"Krakatoa: The Day the World Exploded: August 27, 1883",Krakatoa: The Day the World Exploded,eng,3.86,12625,13459,994,208,781,3380,5458,3632,https://images.gr-assets.com/books/1407108467m/25017.jpg,https://images.gr-assets.com/books/1407108467s/25017.jpg,0
7974,25200,25200,1796157,109,800871863,9780800871860.0,"Shūsaku Endō, William Johnston",1966.0,沈黙,Silence,eng,4.1,11917,14574,2030,117,587,2534,5828,5508,https://images.gr-assets.com/books/1327991351m/25200.jpg,https://images.gr-assets.com/books/1327991351s/25200.jpg,0
8015,4950,4950,981525,46,061871166X,9780618711670.0,Amitav Ghosh,2004.0,The Hungry Tide,The Hungry Tide,eng,3.91,9722,11085,847,114,505,2647,4816,3003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8052,46913,46913,45984,1,714840831,9780714840830.0,"Shoichi Aoki, Mark Sanders, Shoich Aoki",2001.0,,FRUiTS,en-US,3.94,9397,9397,64,324,787,2043,2233,4010,https://images.gr-assets.com/books/1431398203m/46913.jpg,https://images.gr-assets.com/books/1431398203s/46913.jpg,0
8056,12254379,12254379,18525322,59,,,"Haruki Murakami, Jay Rubin",2009.0,1Q84 Books 1-2,"1Q84 #1-2 (1Q84, #1-2)",eng,4.07,8342,12788,1130,196,588,2153,5079,4772,https://images.gr-assets.com/books/1327925087m/12254379.jpg,https://images.gr-assets.com/books/1327925087s/12254379.jpg,0
8066,94672,94672,3338224,29,451218469,9780451218470.0,John Shors,2004.0,Beneath a Marble Sky,Beneath a Marble Sky,eng,3.99,11427,12222,1698,208,628,2401,4798,4187,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8114,9998,9998,58336,90,679733787,9780679733780.0,"Kōbō Abe, E. Dale Saunders",1962.0,砂の女 [Suna no onna],The Woman in the Dunes,eng,3.91,11467,13886,1026,264,838,3046,5523,4215,https://images.gr-assets.com/books/1361254930m/9998.jpg,https://images.gr-assets.com/books/1361254930s/9998.jpg,0
8121,9862761,9862761,14754158,30,307265722,9780307265720.0,Charles C. Mann,2011.0,1493: Uncovering the New World Columbus Created,1493: Uncovering the New World Columbus Created,en-GB,4.05,10963,11959,1125,238,496,2129,4615,4481,https://images.gr-assets.com/books/1327900945m/9862761.jpg,https://images.gr-assets.com/books/1327900945s/9862761.jpg,0
8175,4830,4830,1214874,65,679783482,9780679783480.0,Salman Rushdie,2005.0,Shalimar the Clown,Shalimar the Clown,eng,3.86,10396,11231,809,200,707,2670,4514,3140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8223,6449422,6449422,44798125,67,4103534230,9784103534240.0,Haruki Murakami,2009.0,1Q84 Book 2 [Ichi-kyū-hachi-yon],"1Q84 BOOK 2 (1Q84, #2)",jpn,4.04,9668,12598,680,123,506,2418,5299,4252,https://images.gr-assets.com/books/1329955515m/6449422.jpg,https://images.gr-assets.com/books/1329955515s/6449422.jpg,0
8260,1918702,1918702,339327,17,399216197,9780399216190.0,Ed Young,1989.0,Lon Po Po,Lon Po Po: A Red-Riding Hood Story from China,eng,4.03,14340,14551,863,262,626,3197,4759,5707,https://images.gr-assets.com/books/1265127897m/1918702.jpg,https://images.gr-assets.com/books/1265127897s/1918702.jpg,0
8261,348632,348632,2256479,63,316065765,9780316065760.0,Anita Amirrezvani,2007.0,The Blood of Flowers,The Blood of Flowers,en-US,3.95,11871,13418,1643,123,581,2988,5880,3846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8273,12449167,12449167,14812102,52,1451655789,9781451655780.0,Lucinda Riley,2010.0,Hothouse Flower,The Orchid House,en-US,3.8,9282,13167,1343,315,1022,3256,4962,3612,https://images.gr-assets.com/books/1320957431m/12449167.jpg,https://images.gr-assets.com/books/1320957431s/12449167.jpg,0
8279,721003,721003,3348719,18,152024174,9780152024180.0,Roland Smith,2007.0,Peak,Peak (Peak #1),en-US,3.98,13314,14027,2024,297,714,2873,5278,4865,https://images.gr-assets.com/books/1328876929m/721003.jpg,https://images.gr-assets.com/books/1328876929s/721003.jpg,0
8353,18111281,18111281,25436407,75,,9780670077040.0,Saroo Brierley,2013.0,A Long Way Home,A Long Way Home,eng,4.12,12404,23718,2348,226,644,4103,9746,8999,https://images.gr-assets.com/books/1371983160m/18111281.jpg,https://images.gr-assets.com/books/1371983160s/18111281.jpg,0
8355,11690,11690,1574123,100,1400033888,9781400033880.0,Orhan Pamuk,2003.0,İstanbul: Hatıralar ve Şehir,Istanbul: Memories and the City,eng,3.77,9919,12130,1192,250,959,3249,4592,3080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8360,133488,133488,1094851,37,449206521,9780449206520.0,James A. Michener,1947.0,Tales of the South Pacific,Tales of the South Pacific,en-US,4.03,11999,12254,309,105,492,2716,4544,4397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8367,9526,9526,1343320,33,375714677,9780375714670.0,"Marjane Satrapi, Anjali Singh",2006.0,,Embroideries,eng,3.82,11879,14410,1312,154,794,4092,5824,3546,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8382,4813,4813,1788700,40,006054094X,9780060540940.0,Gavin Menzies,2002.0,1421: The Year China Discovered America,1421: The Year China Discovered America,eng,3.58,10200,10971,906,790,1077,2810,3578,2716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8516,12349,12349,265218,34,140280464,9780140280460.0,Ruth Ozeki,1998.0,My Year of Meats,My Year of Meats,eng,3.93,10297,11143,1254,134,496,2420,5070,3023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8520,18045473,17779550,6357430,26,,,"Ayşe Kulin, John W. Baker",2002.0,Nefes Nefese,Last Train to Istanbul,eng,3.81,6870,11932,852,242,830,3006,4755,3099,https://images.gr-assets.com/books/1370617022m/18045473.jpg,https://images.gr-assets.com/books/1370617022s/18045473.jpg,0
8524,270032,270032,1154253,81,874778883,9780874778880.0,Heinrich Harrer,1952.0,Sieben Jahre in Tibet,Seven Years in Tibet,,4.05,11283,12917,685,124,439,2529,5378,4447,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8538,71458,71458,1167530,81,,,Amélie Nothomb,1999.0,Stupeur et tremblements,Stupeur et tremblements,fre,3.72,9448,14535,1091,385,1158,4014,5629,3349,https://images.gr-assets.com/books/1336069300m/71458.jpg,https://images.gr-assets.com/books/1336069300s/71458.jpg,0
8555,87425,87425,885675,67,1405208198,9781405208190.0,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960.0,,"Tintin in Tibet (Tintin, #20)",eng,4.2,10146,11739,309,69,280,2056,4177,5157,https://images.gr-assets.com/books/1327958643m/87425.jpg,https://images.gr-assets.com/books/1327958643s/87425.jpg,0
8559,1015311,1015311,2553131,18,1931514941,9781931514940.0,Ken Akamatsu,1999.0,ラブひな #1,"Love Hina, Vol. 01",eng,3.73,10926,11046,119,684,1135,2594,2664,3969,https://images.gr-assets.com/books/1324954179m/1015311.jpg,https://images.gr-assets.com/books/1324954179s/1015311.jpg,0
8654,587638,587638,2636942,36,345501748,9780345501740.0,"Michael Chabon, Gary Gianni",2007.0,Gentlemen of the Road,Gentlemen of the Road,eng,3.42,10440,11472,1577,362,1416,4262,3900,1532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8664,56674,56674,55232,82,,9780743265230.0,J.G. Ballard,1984.0,Empire of the Sun,"Empire of the Sun (Empire of the Sun, #1)",,3.98,11185,12966,637,100,501,2803,5674,3888,https://images.gr-assets.com/books/1338519188m/56674.jpg,https://images.gr-assets.com/books/1338519188s/56674.jpg,0
8716,28922,28922,2464610,63,571225365,9780571225360.0,Kazuo Ishiguro,1986.0,An Artist of the Floating World,An Artist of the Floating World,eng,3.72,10430,12710,1012,127,773,3937,5547,2326,https://images.gr-assets.com/books/1327786035m/28922.jpg,https://images.gr-assets.com/books/1327786035s/28922.jpg,0
8741,16248223,16248223,22277074,26,62227327,9780062227320.0,Yangsze Choo,2013.0,The Ghost Bride,The Ghost Bride,eng,3.74,11645,13975,2497,362,1174,3728,5252,3459,https://images.gr-assets.com/books/1356671808m/16248223.jpg,https://images.gr-assets.com/books/1356671808s/16248223.jpg,0
8788,14028,14028,1855151,115,679761047,9780679761040.0,"Yasunari Kawabata, Edward G. Seidensticker",1937.0,雪国,Snow Country,eng,3.7,9942,12499,1095,279,1120,3629,4562,2909,https://images.gr-assets.com/books/1474272606m/14028.jpg,https://images.gr-assets.com/books/1474272606s/14028.jpg,0
8789,122574,122574,118014,16,767921992,9780767921990.0,J. Maarten Troost,2006.0,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,,3.86,10292,10543,686,192,576,2713,4126,2936,https://images.gr-assets.com/books/1320524119m/122574.jpg,https://images.gr-assets.com/books/1320524119s/122574.jpg,0
8812,817199,817199,803086,30,9735004100,9789735004100.0,Mircea Eliade,1933.0,Maitreyi,Maitreyi,rum,3.92,11079,11899,184,248,817,2702,3998,4134,https://images.gr-assets.com/books/1303896468m/817199.jpg,https://images.gr-assets.com/books/1303896468s/817199.jpg,0
8838,2978,2978,1180015,128,60594527,9780060594530.0,James Hilton,1933.0,Lost Horizon,Lost Horizon,,3.9,10907,13070,1093,147,663,3367,5032,3861,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8886,925367,925367,910376,30,312965338,9780312965330.0,"Anatoli Boukreev, G. Weston DeWalt",1997.0,The Climb: Tragic Ambitions on Everest,The Climb: Tragic Ambitions on Everest,,3.89,9584,10292,504,126,473,2672,4148,2873,https://images.gr-assets.com/books/1311995989m/925367.jpg,https://images.gr-assets.com/books/1311995989s/925367.jpg,0
8969,331701,331701,1986645,12,043933909X,9780439339090.0,Jon J. Muth,2003.0,Stone Soup,Stone Soup,,4.15,12956,13003,500,113,461,2574,4133,5722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8973,9865,9865,1003150,82,009959241X,9780099592420.0,Salman Rushdie,1995.0,The Moor's Last Sigh,The Moor's Last Sigh,eng,3.92,9459,10731,510,147,583,2410,4406,3185,https://images.gr-assets.com/books/1359386233m/9865.jpg,https://images.gr-assets.com/books/1359386233s/9865.jpg,0
8974,8584913,8584913,13454225,28,61732370,9780061732380.0,Gayle Tzemach Lemmon,2011.0,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe","The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",eng,3.69,10365,12204,2007,210,973,3754,4680,2587,https://images.gr-assets.com/books/1279213493m/8584913.jpg,https://images.gr-assets.com/books/1279213493s/8584913.jpg,0
8996,4339,4339,8018,51,679735259,9780679735250.0,Michael Herr,1977.0,Dispatches,Dispatches,en-GB,4.24,10383,11599,751,141,341,1629,3982,5506,https://images.gr-assets.com/books/1343099128m/4339.jpg,https://images.gr-assets.com/books/1343099128s/4339.jpg,0
9025,5942,5942,832960,58,375724370,9780375724370.0,Michael Ondaatje,2000.0,Anil's Ghost,Anil's Ghost,eng,3.54,11184,12605,1025,338,1340,4228,4590,2109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9078,355190,355190,2310058,65,039474067X,9780394740680.0,Edward Said,1978.0,Orientalism,Orientalism,eng,4.07,10458,11791,648,199,527,1925,4683,4457,https://images.gr-assets.com/books/1409777781m/355190.jpg,https://images.gr-assets.com/books/1409777781s/355190.jpg,0
9111,4364,4364,1121396,27,375703403,9780375703410.0,Suketu Mehta,2004.0,Maximum City: Bombay Lost and Found,Maximum City: Bombay Lost and Found,eng,3.91,7894,8417,629,126,428,1931,3523,2409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9172,17801,17801,6179816,53,99461099,9780099461100.0,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997.0,アンダーグラウンド [Andāguraundo],Underground: The Tokyo Gas Attack and the Japanese Psyche,eng,3.89,8405,10612,778,77,522,2761,4425,2827,https://images.gr-assets.com/books/1443692668m/17801.jpg,https://images.gr-assets.com/books/1443692668s/17801.jpg,0
9173,27298,27298,27945,37,743428188,9780743428190.0,Indu Sundaresan,2002.0,The Twentieth Wife,"The Twentieth Wife (Taj Mahal Trilogy, #1)",en-US,4.03,9873,10772,1240,123,472,2093,4360,3724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9222,71984,71984,69695,18,143034669,9780143034670.0,Steve Coll,2004.0,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001","Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",eng,4.28,9066,9638,656,66,175,1276,3597,4524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9233,18990,18990,79986,114,743457919,9780743457910.0,John le Carré,1977.0,The Honourable Schoolboy,The Honourable Schoolboy,eng,3.94,9346,11827,599,83,467,2832,5109,3336,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9386,764073,764073,2592921,39,385721811,9780385721810.0,Julie Otsuka,2002.0,When the Emperor Was Divine,When the Emperor Was Divine,eng,3.7,11529,13268,2079,182,900,4049,5737,2400,https://images.gr-assets.com/books/1368314069m/764073.jpg,https://images.gr-assets.com/books/1368314069s/764073.jpg,0
9517,17810,17810,856346,39,,9780143035700.0,"Ryū Murakami, Ralph McCarthy",1997.0,イン ザ・ミソスープ,In the Miso Soup,eng,3.61,9285,11545,950,313,1107,3586,4346,2193,https://images.gr-assets.com/books/1309282509m/17810.jpg,https://images.gr-assets.com/books/1309282509s/17810.jpg,0
9568,1207980,1207980,1196341,35,743413075,9780743413080.0,Robert Leckie,1957.0,Helmet For My Pillow (Military History (Ibooks)),Helmet for My Pillow,,4.13,7907,10000,506,121,312,1700,3849,4018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9604,17262206,17262206,23859199,25,038553292X,9780385532920.0,Scott Anderson,2013.0,Lawrence in Arabia,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",eng,4.12,7654,9085,1066,133,315,1413,3661,3563,https://images.gr-assets.com/books/1363837257m/17262206.jpg,https://images.gr-assets.com/books/1363837257s/17262206.jpg,0
9637,6596542,6596542,2670220,79,307271862,9780307271860.0,"Henning Mankell, Laurie Thompson",2008.0,Kinesen,The Man from Beijing,eng,3.47,9106,11585,1640,387,1519,3826,3986,1867,https://images.gr-assets.com/books/1320494101m/6596542.jpg,https://images.gr-assets.com/books/1320494101s/6596542.jpg,0
9650,337615,337615,3094971,33,385475772,9780385475780.0,Geraldine Brooks,1994.0,Nine Parts of Desire: The Hidden World of Islamic Women,Nine Parts of Desire: The Hidden World of Islamic Women,,4.04,10308,11010,1117,127,364,2175,4654,3690,https://images.gr-assets.com/books/1403182793m/337615.jpg,https://images.gr-assets.com/books/1403182793s/337615.jpg,0
9679,290882,290882,162727,112,140441638,9780140441640.0,"Anonymous, Juan Mascaró",-500.0,उपनिषद [Upaniṣad],The Upanishads: Translations from the Sanskrit,eng,4.2,7365,9667,258,87,341,1669,2993,4577,https://images.gr-assets.com/books/1327881361m/290882.jpg,https://images.gr-assets.com/books/1327881361s/290882.jpg,0
9743,3446,3446,2242784,38,767904427,9780767904420.0,Tim O'Brien,1978.0,Going After Cacciato,Going After Cacciato,eng,3.9,9188,9686,597,113,499,2317,4052,2705,https://images.gr-assets.com/books/1399498199m/3446.jpg,https://images.gr-assets.com/books/1399498199s/3446.jpg,0
9798,271264,271264,262983,25,1591164435,9781591164430.0,Tite Kubo,2002.0,BLEACH―ブリーチ―　3,"Bleach, Volume 03",eng,4.31,11365,11555,172,103,317,1723,3207,6205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9810,109509,109509,3003265,72,399153942,9780399153940.0,Frederick Forsyth,2006.0,The Afghan,The Afghan,eng,3.64,7792,9012,503,184,767,2931,3389,1741,https://images.gr-assets.com/books/1309198395m/109509.jpg,https://images.gr-assets.com/books/1309198395s/109509.jpg,0
9847,20685373,20685373,40000267,18,307720659,9780307720660.0,Suki Kim,2014.0,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite","Without You, There Is No Us: My Time with the Sons of North Korea's Elite",,3.85,8164,10002,1426,145,523,2526,4328,2480,https://images.gr-assets.com/books/1405292426m/20685373.jpg,https://images.gr-assets.com/books/1405292426s/20685373.jpg,0
9862,4772110,4772110,4836931,77,307397874,9780307397870.0,Kazuo Ishiguro,2009.0,Nocturnes: Five Stories of Music and Nightfall,Nocturnes: Five Stories of Music and Nightfall,eng,3.4,8729,11243,1252,250,1413,4480,3771,1329,https://images.gr-assets.com/books/1320430211m/4772110.jpg,https://images.gr-assets.com/books/1320430211s/4772110.jpg,0
9958,7494887,7494887,9646479,31,045123023X,9780451230230.0,Hugh Ambrose,2009.0,,The Pacific,eng,4.09,9035,9292,295,168,390,1716,3148,3870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
9966,9864,9864,3279710,72,312254997,9780312255000.0,Salman Rushdie,1999.0,The Ground Beneath Her Feet,The Ground Beneath Her Feet,eng,3.77,8673,9541,535,264,803,2450,3360,2664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
